hhid,year,month,subreg,region,covid,urban,eacode,mult,rmult,regurb,equiv,hsize,usize,rexp30,nrrexp30,fnrfxp30,cpexp30,fcpexp30,welfare,hmult,plinen,ctpline,hpline,spline,fplinen,povlinen,spline_n,hpline_n,poor_20,poor_new,quints,decile
151108,2020,11,West Nile,Northern,Covid period,Rural,1511,797.15955,797,North rural,1.861766636371613,2,2,80574.75,160301.33,121872.76,86198.969,65628.844,46299.555,1594.3191,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 2,3
151110,2020,11,West Nile,Northern,Covid period,Rural,1511,782.45813,782,North rural,.8636999726295471,1,1,155586.67,299265.22,164234.98,160828.98,88441.023,186209.31,782.45813,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 5,10
151201,2019,9,West Nile,Northern,Before covid,Rural,1512,852.28552,852,North rural,2.822500020265579,4,4,812539.63,1485329.6,517791.5,832949.88,279645.44,295110.66,3409.1421,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 5,10
151202,2019,9,West Nile,Northern,Before covid,Rural,1512,847.04614,847,North rural,5.10180002450943,6,6,634243.19,1193153.5,609922.81,662169.56,329403.09,129791.36,5082.2769,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 5,9
151203,2019,9,West Nile,Northern,Before covid,Rural,1512,855.42908,855,North rural,3.804166674613953,5,5,379654.28,699663.69,271667.16,391201.81,146720.22,102835.09,4277.1455,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 4,8
151204,2019,9,West Nile,Northern,Before covid,Rural,1512,857.52484,858,North rural,2.349166661500931,3,3,237273.5,446055.63,231614.31,248183,125088.73,105647.25,2572.5745,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 4,8
151205,2019,9,West Nile,Northern,Before covid,Rural,1512,860.14453,860,North rural,2.679166674613953,4,4,424195.19,766346.25,177707.11,431405.16,95974.891,161022.14,3440.5781,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 5,9
151206,2019,9,West Nile,Northern,Before covid,Rural,1512,852.28552,852,North rural,1.879166662693024,2,2,174461.13,329740.09,205611.73,181928.19,111045.44,96813.227,1704.571,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 4,7
151207,2019,9,West Nile,Northern,Before covid,Rural,1512,849.14191,849,North rural,3.415100008249283,5,5,329446.75,634225.69,457508.66,347459,247088.27,101741.97,4245.7095,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 4,8
151208,2019,9,West Nile,Northern,Before covid,Rural,1512,857.52484,858,North rural,3.921599954366684,6,6,447536.69,823258.38,327957.94,458874.81,177121.38,117012.14,5145.1489,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 4,8
151209,2019,9,West Nile,Northern,Before covid,Rural,1512,857.52484,858,North rural,5.216633319854736,6,6,614042.31,1156313.1,562313.56,643800,303690.63,123412.93,5145.1489,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 5,9
151210,2019,9,West Nile,Northern,Before covid,Rural,1512,852.28552,852,North rural,8.006366670131683,10,10,385983.44,739032.75,440581.31,408671.88,237946.27,51043.363,8522.8555,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 2,4
151301,2020,1,West Nile,Northern,Before covid,Rural,1513,965.42242,965,North rural,6.002766668796539,7,7,421238.66,797446.56,482688.44,435928.03,257406.38,72621.188,6757.957,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 3,6
151302,2020,1,West Nile,Northern,Before covid,Rural,1513,957.85175,958,North rural,5.4685999751091,6,6,498639.13,988708,698078.25,534029.44,372268.69,97653.773,5747.1104,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 4,7
151303,2020,1,West Nile,Northern,Before covid,Rural,1513,953.43555,953,North rural,5.550099939107895,8,8,228739.47,440905.63,351871.38,237294.72,187644.72,42755.035,7627.4844,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Poor,Quintile 2,3
151304,2020,1,West Nile,Northern,Before covid,Rural,1513,949.01929,949,North rural,3.227433264255524,4,4,311857.88,605884,348363.84,331135.56,185774.23,102600.28,3796.0771,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 4,8
151305,2020,1,West Nile,Northern,Before covid,Rural,1513,961.3847,961,North rural,3.378266632556915,5,5,150267.09,294316.56,209181.31,159658.05,111551.47,47260.344,4806.9233,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 2,3
151306,2020,1,West Nile,Northern,Before covid,Rural,1513,949.01929,949,North rural,2.739166647195816,4,4,228742.91,433083.03,286735.28,234924.84,152909.17,85765.078,3796.0771,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 4,7
151307,2020,1,West Nile,Northern,Before covid,Rural,1513,966.6842,967,North rural,3.729333281517029,4,4,247916.58,473781.31,260076.22,258394.2,138692.52,69286.969,3866.7368,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 3,6
151309,2020,1,West Nile,Northern,Before covid,Rural,1513,955.32819,955,North rural,5.687166690826416,7,7,422230.94,819238.63,453461.72,448017.31,241820.45,78776.891,6687.2974,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 3,6
151310,2020,1,West Nile,Northern,Before covid,Rural,1513,951.96344,952,North rural,4.726000010967255,6,6,202165.02,392675.34,225310,214614.73,120152.52,45411.496,5711.7808,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 2,3
151501,2020,2,West Nile,Northern,Before covid,Urban,1515,394.41061,394,North urban,3.171166658401489,5,5,332660.13,602174.13,376525.59,326891.97,199198.81,103082.55,1972.0531,11463.445,16304.146,30611.451,43537.836,65508,86274,50959.242,38693.445,Non-poor,Non-poor,Quintile 4,8
151502,2020,2,West Nile,Northern,Before covid,Urban,1515,402.74686,403,North urban,5.448100030422211,7,7,531468.88,1017433.8,594737.94,554532.63,314642.84,101784.59,2819.228,11463.445,16304.146,30611.451,43537.836,65508,86274,50959.242,38693.445,Non-poor,Non-poor,Quintile 4,8
151503,2020,2,West Nile,Northern,Before covid,Urban,1515,406.75467,407,North urban,3.633633315563202,4,4,214519.22,391589.63,208671.83,211322.47,110396.69,58157.344,1627.0187,11463.445,16304.146,30611.451,43537.836,65508,86274,50959.242,38693.445,Non-poor,Non-poor,Quintile 2,4
151504,2020,2,West Nile,Northern,Before covid,Urban,1515,393.12811,393,North urban,4.721966609358788,7,7,483998.5,875944.13,536882.19,475773.78,284034.59,100757.55,2751.8967,11463.445,16304.146,30611.451,43537.836,65508,86274,50959.242,38693.445,Non-poor,Non-poor,Quintile 4,8
151505,2020,2,West Nile,Northern,Before covid,Urban,1515,397.40311,397,North urban,2.426533341407776,3,3,339799.56,660162.13,507276.81,353890.09,268372.03,145841.84,1192.2094,11463.445,16304.146,30611.451,43537.836,65508,86274,50959.242,38693.445,Non-poor,Non-poor,Quintile 5,9
151506,2020,2,West Nile,Northern,Before covid,Urban,1515,406.75467,407,North urban,3.609366714954376,4,4,151215.83,275103.59,177075.39,148988.38,93680.766,41278.258,1627.0187,11463.445,16304.146,30611.451,43537.836,65508,86274,50959.242,38693.445,Poor,Poor,Quintile 1,2
151507,2020,2,West Nile,Northern,Before covid,Urban,1515,402.00696,402,North urban,10.24263346195221,13,13,743551.44,1385066.4,672630.75,759303,355851.63,74131.617,5226.0903,11463.445,16304.146,30611.451,43537.836,65508,86274,50959.242,38693.445,Non-poor,Non-poor,Quintile 3,6
151508,2020,2,West Nile,Northern,Before covid,Urban,1515,407.87686,408,North urban,4.528966665267944,5,5,345820.25,630453.88,277043.53,345805.5,146568.38,76354.172,2039.3843,11463.445,16304.146,30611.451,43537.836,65508,86274,50959.242,38693.445,Non-poor,Non-poor,Quintile 3,6
151509,2020,2,West Nile,Northern,Before covid,Urban,1515,405.95309,406,North urban,6.075833380222321,7,7,297431.06,537809.88,288175.5,293986.88,152457.67,48386.262,2841.6716,11463.445,16304.146,30611.451,43537.836,65508,86274,50959.242,38693.445,Non-poor,Poor,Quintile 2,3
151510,2020,2,West Nile,Northern,Before covid,Urban,1515,402.16391,402,North urban,9.496199905872345,11,11,966407.63,1895186,969008.94,1035339.3,512648.88,109026.7,4423.8032,11463.445,16304.146,30611.451,43537.836,65508,86274,50959.242,38693.445,Non-poor,Non-poor,Quintile 4,8
151705,2020,11,West Nile,Northern,Covid period,Rural,1517,868.15424,868,North rural,4.996766626834869,7,7,114676.41,218127.95,123196.64,117551.73,66341.758,23525.561,6077.0796,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Poor,Poor,Quintile 1,1
151710,2020,11,West Nile,Northern,Covid period,Rural,1517,845.46118,845,North rural,.8636999726295471,1,1,61719.672,117164.26,58508.293,62993.461,31506.889,72934.422,845.46118,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 3,6
151901,2020,2,West Nile,Northern,Before covid,Rural,1519,696.83069,697,North rural,.8627333045005798,1,1,110998.45,216042.94,187583.84,115010.66,99240.211,133309.63,696.83069,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 5,9
151902,2020,2,West Nile,Northern,Before covid,Rural,1519,671.59387,672,North rural,.7738000154495239,1,1,42544.574,84758.281,45822.172,45586.973,24241.971,58913.121,671.59387,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 3,5
151903,2020,2,West Nile,Northern,Before covid,Rural,1519,684.21228,684,North rural,5.458566665649414,6,6,328705.06,660587.19,516691.09,354464.81,273352.59,64937.344,4105.2734,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 3,5
151906,2020,2,West Nile,Northern,Before covid,Rural,1519,684.21228,684,North rural,1.52703332901001,2,2,129604.35,322022.81,264280.72,172378.73,139816.27,112884.73,1368.4246,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 4,8
151907,2020,2,West Nile,Northern,Before covid,Rural,1519,690.52148,691,North rural,6.53026670217514,8,8,152018.3,293924.38,181710.11,159271.55,96132.742,24389.746,5524.1719,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Poor,Poor,Quintile 1,1
151908,2020,2,West Nile,Northern,Before covid,Rural,1519,677.90308,678,North rural,2.767799973487854,4,4,95139.625,183426.06,143657.95,98405.023,76001.453,35553.516,2711.6123,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Poor,Poor,Quintile 1,2
151909,2020,2,West Nile,Northern,Before covid,Rural,1519,684.21228,684,North rural,1.636533319950104,2,2,357155.88,713327.63,430530.78,386987.59,227769.95,236467.89,1368.4246,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 5,10
151910,2020,2,West Nile,Northern,Before covid,Rural,1519,684.21228,684,North rural,9.37909996509552,12,12,393645.88,874702.81,548713.56,474438.16,290293.91,50584.613,8210.5469,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 2,4
152001,2020,1,West Nile,Northern,Before covid,Rural,1520,810.72424,811,North rural,3.845966666936874,5,5,135865.84,266315.56,184661.36,144179.61,98475.555,37488.523,4053.6211,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Poor,Poor,Quintile 1,2
152002,2020,1,West Nile,Northern,Before covid,Rural,1520,809.87299,810,North rural,4.966566726565361,7,7,290790.63,557644.13,333152.88,304127.88,177662.58,61235.031,5669.1108,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 3,5
152003,2020,1,West Nile,Northern,Before covid,Rural,1520,800.29657,800,North rural,2.592499986290932,4,4,127212.96,246882.31,155205.02,134102.52,82767.18,51727.105,3201.1863,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 2,4
152004,2020,1,West Nile,Northern,Before covid,Rural,1520,800.29657,800,North rural,2.549166664481163,4,4,183203.75,354265.66,284401.66,191112.34,151664.7,74970.516,3201.1863,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 3,6
152005,2020,1,West Nile,Northern,Before covid,Rural,1520,800.29657,800,North rural,2.60479998588562,4,4,246288.31,468686.94,298097.31,255558.27,158968.28,98110.516,3201.1863,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 4,7
152006,2020,1,West Nile,Northern,Before covid,Rural,1520,792.84827,793,North rural,1.848833322525024,3,3,295755.53,570670.13,500223.56,306540.28,266757.44,165802.02,2378.5449,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 5,9
152007,2020,1,West Nile,Northern,Before covid,Rural,1520,815.19324,815,North rural,3.255100011825562,4,4,118339.13,232018.23,115693.39,127069.91,61696.559,39037.176,3260.7729,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Poor,Poor,Quintile 1,2
152008,2020,1,West Nile,Northern,Before covid,Rural,1520,812.71045,813,North rural,2.153800010681152,3,3,171675.36,353084.47,237194.83,191754.28,126490.41,89030.68,2438.1313,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 4,7
152009,2020,1,West Nile,Northern,Before covid,Rural,1520,792.84827,793,North rural,.7738000154495239,1,1,103844.16,193986.2,104957.63,106107.04,55971.434,137124.63,792.84827,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 5,9
152010,2020,1,West Nile,Northern,Before covid,Rural,1520,805.61682,806,North rural,4.717466667294502,7,7,202115.22,399590.88,228494.97,218377.47,121850.98,46291.258,5639.3179,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 2,3
15203,2020,1,Buganda North,Central,Before covid,Rural,152,1345.3408,1345,Centrral urban,.8743333220481873,1,1,302709.5,565240.13,220110,308100.91,117379.48,352383.81,1345.3408,11463.445,15946.951,30611.451,42584,63980,87530,51701.121,37790.902,Non-poor,Non-poor,Quintile 5,10
15204,2020,1,Buganda North,Central,Before covid,Rural,152,1375.0912,1375,Centrral urban,3.379933297634125,5,5,310558.75,576812.94,255597.11,316819.38,136303.92,93735.391,6875.4561,11463.445,15946.951,30611.451,42584,63980,87530,51701.121,37790.902,Non-poor,Non-poor,Quintile 4,7
15205,2020,1,Buganda North,Central,Before covid,Rural,152,1419.7168,1420,Centrral urban,1.879166662693024,2,2,346391.53,642347,285019.97,353372.84,151994.44,188047.64,2839.4336,11463.445,15946.951,30611.451,42584,63980,87530,51701.121,37790.902,Non-poor,Non-poor,Quintile 5,10
15206,2020,1,Buganda North,Central,Before covid,Rural,152,1345.3408,1345,Centrral urban,.8636999726295471,1,1,148218.7,278765.94,162387.28,152196.25,86597.313,176214.27,1345.3408,11463.445,15946.951,30611.451,42584,63980,87530,51701.121,37790.902,Non-poor,Non-poor,Quintile 5,10
15207,2020,1,Buganda North,Central,Before covid,Rural,152,1444.5087,1445,Centrral urban,2.425099968910217,3,3,397731.78,739395.25,276709.72,404509.56,147562.78,166801.19,4333.5259,11463.445,15946.951,30611.451,42584,63980,87530,51701.121,37790.902,Non-poor,Non-poor,Quintile 5,9
15208,2020,1,Buganda North,Central,Before covid,Rural,152,1419.7168,1420,Centrral urban,2.750266641378403,4,4,177198.86,325302.34,112911.93,179964.55,60213.273,65435.309,5678.8672,11463.445,15946.951,30611.451,42584,63980,87530,51701.121,37790.902,Non-poor,Non-poor,Quintile 3,5
15209,2020,1,Buganda North,Central,Before covid,Rural,152,1494.0927,1494,Centrral urban,1.004833340644836,1,1,100255.78,188674.94,110953.4,102973.5,59168.832,102478.19,1494.0927,11463.445,15946.951,30611.451,42584,63980,87530,51701.121,37790.902,Non-poor,Non-poor,Quintile 4,8
15210,2020,1,Buganda North,Central,Before covid,Rural,152,1434.5919,1435,Centrral urban,4.455633282661438,5,5,678729.88,1273046,569179.81,699090.25,303530.19,156900.31,7172.9595,11463.445,15946.951,30611.451,42584,63980,87530,51701.121,37790.902,Non-poor,Non-poor,Quintile 5,9
152101,2019,11,West Nile,Northern,Before covid,Rural,1521,865.80688,866,North rural,2.040366649627686,3,3,59187.012,115221.83,86293.648,62595.898,46215.535,30678.75,2597.4207,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Poor,Poor,Quintile 1,1
152102,2019,11,West Nile,Northern,Before covid,Rural,1521,860.45154,860,North rural,3.988800048828125,6,6,95633.094,192372.95,143329.52,104684.59,76761.734,26244.631,5162.709,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Poor,Poor,Quintile 1,1
152103,2019,11,West Nile,Northern,Before covid,Rural,1521,869.37714,869,North rural,7.387466549873352,9,9,514048.25,975217.5,475074.97,537806.13,254431.75,72799.805,7824.394,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 3,6
152104,2019,11,West Nile,Northern,Before covid,Rural,1521,861.52258,862,North rural,6.793199941515923,10,10,424546.81,800656.5,484030.06,439329.06,259227.75,64671.887,8615.2256,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 3,5
152105,2019,11,West Nile,Northern,Before covid,Rural,1521,887.22845,887,North rural,.9922666549682617,1,1,60876.203,116431.38,97364.945,62984.375,52144.895,63475.25,887.22845,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 3,5
152106,2019,11,West Nile,Northern,Before covid,Rural,1521,865.80688,866,North rural,4.618266642093658,6,6,329963.81,614555.81,296467.34,339203.91,158776.42,73448.313,5194.8413,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 3,6
152107,2019,11,West Nile,Northern,Before covid,Rural,1521,855.09613,855,North rural,1.853799998760223,3,3,95688.531,185489.77,127977.05,101108.36,68539.555,54541.137,2565.2883,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 2,4
152108,2019,11,West Nile,Northern,Before covid,Rural,1521,865.80688,866,North rural,4.687066614627838,6,6,253517.67,478227.38,291906.25,262495.5,156333.69,56004.219,5194.8413,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 2,4
152110,2019,11,West Nile,Northern,Before covid,Rural,1521,863.12921,863,North rural,2.925833314657211,4,4,209749.95,399033,275800.03,217791.05,147707.81,74437.273,3452.5168,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Non-poor,Non-poor,Quintile 3,6
152201,2020,1,West Nile,Northern,Before covid,Rural,1522,809.9679,810,North rural,6.031500026583672,8,8,200614.08,387836.03,241553.08,210584.17,128814.56,34914.063,6479.7432,11463.445,15610.21,30611.451,41684.781,60315,74840,44205.551,35626.109,Poor,Poor,Quintile 1,2
